,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,publishDayName,durationSecs
23,exaPhqJz3KQ,amvhell,AMV Minis Challenge 13 - 2013,"To vote on the winner or to submit your own entry to future rounds, visit http://www.amvhell.com","['AMV Minis', 'amv', 'amv hell', 'anime music video']",2014-01-01 18:53:59+00:00,35315.0,385.0,,171.0,PT9M18S,hd,false,Wednesday,558.0
24,kuxruTzh_2s,amvhell,AMV Minis Challenge 12 - Secret Santa,"In this round, competitors were free to make anything they wanted, as long as they put a Santa Claus somewhere in their video. Some of the Santas are blatantly obvious, while others are well hidden. Can you find all of the Santas?
Check out http://www.amvhell.com for more great videos, and to vote for the best video out of this bunch!","['amv minis', 'amv hell', 'amv', 'anime music video']",2013-12-18 01:33:33+00:00,32520.0,376.0,,90.0,PT6M8S,hd,false,Wednesday,368.0
25,T0136fQXA7Y,amvhell,AMV Minis Challenge 11 - Old Memes,"To vote for the winning video or to enter your own clips in future challenges, go to http://www.amvhell.com","['amv minis', 'amv hell', 'anime music video', 'amv']",2013-12-04 17:24:25+00:00,77926.0,728.0,,204.0,PT8M31S,hd,false,Wednesday,511.0
26,uC-SQqczfyE,amvhell,AMV Minis Challenge 10 - Buddy System,"For this round, instead of having just one challenge, competitors gave all gave challenges to each other. Vote for the best result over at http://www.amvhell.com before December 3!","['amv minis', 'anime music video', 'amv', 'amv hell']",2013-11-20 17:03:52+00:00,45809.0,514.0,,161.0,PT9M40S,hd,false,Wednesday,580.0
27,R5EVmgL6QZY,amvhell,AMV Minis Challenge 09 - Original Audio,"This challenge involved competitors creating their own audio.
To vote, go to http://www.amvhell.com","['Anime Music Video', 'Mini', 'AMV', 'Hell', 'AMV Hell']",2013-11-06 14:14:24+00:00,26101.0,218.0,,85.0,PT3M59S,hd,false,Wednesday,239.0
28,yqouzDSN5Ig,amvhell,AMV Minis Challenge 08 - The Fox,This round's challenge was to make a video inspired by Ylvis - The Fox. Please go to http://www.amvhell.com to vote for the winner before November 5!,"['amv hell', 'amv minis', 'Anime Music Video', 'amv']",2013-10-23 17:51:13+00:00,35336.0,307.0,,349.0,PT5M35S,hd,false,Wednesday,335.0
29,ueA2wpK9tO4,amvhell,AMV Minis Challenge 07 - K Pop,"Challenge #7 was to create a video based on K-pop! Please go to http://www.amvhell.com and vote for a winner there by October 22, 2013!","['K-pop (Musical Genre)', 'Anime Music Video', 'amv', 'amv hell', 'amv minis']",2013-10-09 16:06:42+00:00,31866.0,266.0,,103.0,PT4M15S,hd,false,Wednesday,255.0
30,FPC6F-agjIk,amvhell,AMV Minis Challenge 06 - The 90s,"The theme of this round was to use both anime and audio that is from the 1990s.
Vote for the winner over at http://www.amvhell.com by October 8, 2013!
Also come check out the site to submit your own entries to the latest challenges!","['amv', 'amv hell', 'amv minis', 'anime music video']",2013-09-25 15:27:41+00:00,38356.0,459.0,,213.0,PT8M4S,hd,false,Wednesday,484.0
31,ydBN7AFhyJM,amvhell,AMV Minis Challenge 05 - Sugar Overdose,"The theme of this round was to use a song that is happy.
Vote for the winner over at http://www.amvhell.com by September 24, 2013!
Also come check out the site to submit your own entries to the latest challenges!","['amv hell', 'amv minis', 'Challenge', 'Mini', 'amv', 'anime', 'music']",2013-09-11 15:04:32+00:00,52574.0,440.0,,203.0,PT5M41S,hd,false,Wednesday,341.0
32,P_8zaduTxKQ,amvhell,AMV Minis Challenge 04 - Metal,"AMV Minis Challenge #4. The theme of this round was METAL.
Vote for the winner over at http://www.amvhell.com by September 11, 2013!","['amv hell', 'amv minis', 'Anime Music Video', 'metal']",2013-08-28 19:28:57+00:00,45381.0,459.0,,172.0,PT8M36S,hd,false,Wednesday,516.0
33,X-jz3x6Nrlk,amvhell,AMV Minis Challenge 03 - Misheard Lyrics,"This Challenge was to create a video based around misheard lyrics in a song.
To vote for the video you like best, go to http://www.amvhell.com and vote in the poll there by August 27!

The first 2 challenges were both decided by a single vote, so its really important for everyone to take a minute or two to vote!","['amv hell', 'amv minis', 'music video', 'anime music video']",2013-08-14 15:23:56+00:00,42194.0,529.0,,198.0,PT5M21S,hd,false,Wednesday,321.0
34,Lnt9RvwsUoU,amvhell,AMV Minis Challenge 02 - Parody Song,"The Challenge this time was simply to create a clip that uses a parody song.
Video 12, created by LawRayLiet has been voted as the winning clip at amvhell.com","['Anime Music Video', 'amv', 'minis', 'challenge', 'anime', 'amv hell']",2013-07-31 15:36:01+00:00,62211.0,612.0,,160.0,PT5M48S,hd,false,Wednesday,348.0
35,w37jI_E3FXQ,amvhell,AMV Minis Challenge 01 - AMV Hell,"The Challenge of this round was to create a clip that is based on or somehow related to something from the history of AMV Hell or AMV Minis. 
Video 15 by Robert Frazer was voted as the winning clip at amvhell.com",,2013-07-17 14:41:14+00:00,54881.0,616.0,,191.0,PT7M6S,hd,false,Wednesday,426.0
36,2Xy6sJbccNw,amvhell,AMV Minis Challenge - Announcement,"Come check out AMV Minis Challenge! Every 2 weeks I will be challenging you to make a new type of video. The entries will all be posted right here on youtube for viewers to choose the winner!
To enter, just check out the rules right here: http://www.amvhell.com/showthread.php?27304",,2013-06-12 19:26:23+00:00,4398.0,65.0,,10.0,PT1M6S,hd,false,Wednesday,66.0
37,kfk0Gylm7fw,amvhell,AMV Hell 6 Creditless Ending,"This is the video from the ending credits of AMV Hell 6.
The song is a mashup called World Go Boom by DJ Earworm. 
Check out the original song here: http://youtu.be/ail7D_k0s9w
Or check out DJ Earworm's other stuff here: http://djearworm.com 

And always, for everything about AMV Hell, please visit http://www.amvhell.com",,2013-04-23 13:45:40+00:00,72551.0,652.0,,73.0,PT4M41S,sd,false,Tuesday,281.0
38,Bj-mal_6xOs,amvhell,AMV Hell 6.66 - This Is (Not) The End,"To download or view other amv hell videos, please visit
http://www.amvhell.com

The production of the 6th entry in the main AMV Hell series has been a long and frustrating process for all involved. It was originally to be ""AMV Hell 6: The End of the Universe 2012"", and was directed by SSGWNBTD. It was originally planned to premiere at Otakon, but the plans fell through as the project was not completed, and then it was scheduled instead to premiere at Anime Weekend Atlanta in September of 2012. The showing went ahead as planned, but the project was in a rough and unfinished state, and much of the initial feedback was that of disappointment due to the fact that the quality of the project did not stand up to the standards set by previous entries.

After several further weeks of delays without much getting accomplished, the project was handed over to Zarxrax, and the decision was made that the only way to salvage the project was to reopen it for more entries, which of course meant more delays as well. This proved to be the right decision, as loads of quality clips suddenly came flooding in. After a few more months of work, only about 1/3 of the original project remained, the rest having been completely replaced. The new project, now dubbed ""AMV Hell 6.66: This Is (Not) The End"" premiered to an audience of over 800 viewers at Sakura Con on March 30, 2013. Finally, after a few more weeks of tweaking and finalizing things, the project was released online on April 19, 2013.",,2013-04-19 16:49:25+00:00,352955.0,3936.0,,1325.0,PT1H26M2S,sd,false,Friday,5162.0
39,aHliHE-g6RA,amvhell,AMV Hell Iron Editor,"At Anime Weekend Atlanta 2012, Zarxrax and SSGWNBTD faced off in an AMV Hell-themed ""Iron Editor"" competition.
In this competition, we were each given only 2 hours to create a video using the following 8 sources (which were revealed before the competition):

Azumanga Daioh
Nichijou
Berserk
Evangelion 2.22
Gurren Lagann movie 2
Panty and Stocking
Puni Puni Poemy
Redline

In addition, we had to also utilize the secret ingredient, which was only revealed at the start of the competition. The secret ingredient was:
AMV Hell 3: The Motion Picture

Please visit our website at http://www.amvhell.com","['amv', 'hell', 'anime', 'music', 'video', 'awa', 'weekend', 'atlanta', 'iron', 'editor']",2012-10-19 17:31:27+00:00,31870.0,395.0,,55.0,PT5M17S,sd,false,Friday,317.0
40,rLM80-yzx3Q,amvhell,AMV Minis S2 Episode 11,"This is the final episode of AMV Minis season 2. Thank you to everyone who has participated!

Please come visit our website at http://www.amvhell.com","['amv', 'hell', 'minis', 'anime', 'music', 'video']",2012-10-17 22:16:13+00:00,61440.0,680.0,,116.0,PT5M52S,sd,false,Wednesday,352.0
41,qyQwPzTffY0,amvhell,AMV Minis S2 Episode 10,"For information on how to submit your own clips, please visit http://www.amvhell.com","['amv', 'minis', 'anime', 'music', 'video', 'hell', 'Anime Music Video']",2012-02-28 22:16:28+00:00,82075.0,724.0,,179.0,PT7M54S,sd,false,Tuesday,474.0
42,sQ7kfVkhpho,amvhell,AMV Minis S2 Episode 09,"For information on how to submit your own clips, please visit http://amvhell.com","['amv', 'minis', 'anime', 'music', 'video', 'hell']",2011-12-21 19:52:40+00:00,87661.0,703.0,,165.0,PT6M36S,sd,false,Wednesday,396.0
43,4G3Gx0lBA6c,amvhell,AMV Minis S2 Episode 08,"For information on how to submit your own clips, please visit http://amvhell.com","['amv', 'minis', 'anime', 'music', 'video', 'hell']",2011-11-13 15:42:42+00:00,78371.0,534.0,,139.0,PT6M,sd,false,Sunday,360.0
44,cnjaL6SMaRs,amvhell,AMV Minis S2 Episode 07,"For information on how to submit your own clips, please visit http://amvhell.com","['amv', 'minis', 'anime', 'music', 'video', 'hell']",2011-08-11 16:45:17+00:00,93098.0,809.0,,146.0,PT5M32S,sd,false,Thursday,332.0
45,WVJUqBEVvZ8,amvhell,AMV Minis S2 X2,"Dragon Ball.
More at http://amvhell.com","['amv', 'minis', 'hell', 'anime', 'music', 'video', 'dbz', 'dbgt', 'db', 'dragonball', 'dragon', 'ball', 'kai', 'portal']",2011-08-05 18:53:38+00:00,51242.0,449.0,,85.0,PT6M24S,sd,false,Friday,384.0
46,TxGOhsLMXys,amvhell,AMV Minis S2 Episode 06,"For information on how to submit your own clips, please visit http://amvhell.com","['amv', 'minis', 'hell', 'anime', 'music', 'video']",2011-07-08 23:05:24+00:00,91377.0,682.0,,178.0,PT5M53S,sd,false,Friday,353.0
47,q7Me5mg-NaU,amvhell,(SSGWNBTD & Zarxrax) Anime Nations of the World,"Finalist in the comedy category at Anime Expo 2011.
http://www.animemusicvideos.org/members/members_videoinfo.php?v=182926","['animaniacs', ""yakko's"", 'world', 'nations', 'amv', 'anime', 'expo', 'ax', 'hetalia', 'popo']",2011-07-04 20:53:35+00:00,43749.0,639.0,,210.0,PT1M49S,sd,false,Monday,109.0
48,m5teBmF_sd4,amvhell,AMV Minis S2 Episode 05,"The video at 4:22 contains an error. If you would like to download a fixed version, you can get it here: http://mir.cr/UNSFLMEF
For information on how to submit your own clips, please visit http://amvhell.com","['AMV', 'minis', 'hell', 'anime', 'music', 'video']",2011-06-25 16:42:59+00:00,92222.0,743.0,,153.0,PT5M48S,sd,false,Saturday,348.0
49,yvUOSQnEVMo,amvhell,AMV Minis S2 Episode X1,"The anime has been destroyed, and we are only left with clips containing animation from outside of Japan.
For more, or to submit your own clips for future episodes, visit http://amvhell.com","['amv', 'minis', 'anime', 'music', 'video', 'hell', 'western']",2011-06-12 17:35:41+00:00,58884.0,560.0,,186.0,PT7M6S,sd,false,Sunday,426.0
